Geneid	ABA_Col_1	ABA_Col_2	ABA_Col_3	ABA_g7g8_1	ABA_g7g8_2	ABA_g7g8_3	Mock_Col_1	Mock_Col_2	Mock_Col_3	Mock_g7g8_1	Mock_g7g8_2	Mock_g7g8_3
AT3G60090	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05330	0	0	2	2	2	3	3	7	2	15	4	1
AT3G26510	8	7	10	13	25	19	10	9	12	15	21	11
AT3G58650	0	0	6	2	3	0	1	4	2	4	3	11
AT3G01326	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19860	2	2	0	3	2	2	2	1	1	2	8	3
AT3G24560	0	3	0	5	5	4	6	3	1	2	6	3
AT3G16380	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20160	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20770	2	2	7	9	11	5	11	4	2	19	8	9
AT3G03360	0	0	0	0	0	0	0	0	0	1	0	0
AT3G58730	10	8	7	12	14	11	7	10	6	26	27	8
AT3G20210	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14760	0	0	0	1	0	0	1	0	0	0	0	0
AT3G56080	0	1	0	1	0	0	0	0	0	0	0	0
AT3G45230	0	0	2	0	0	3	0	0	0	0	3	1
AT3G53342	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28900	0	0	1	0	1	0	0	1	5	2	2	0
AT3G55690	0	0	0	0	0	0	0	0	0	1	1	0
AT3G22980	0	0	0	3	2	0	1	1	0	2	0	2
AT3G14610	0	0	0	1	1	4	3	0	1	2	6	1
AT3G10060	1	1	1	10	10	8	4	6	8	12	24	8
AT3G12600	3	4	8	10	12	10	17	13	14	30	40	25
AT3G26740	42	56	61	73	72	59	34	25	39	10	17	21
AT3G21270	1	2	0	0	4	0	3	0	0	0	1	1
AT3G50890	1	2	1	5	3	3	13	4	4	8	1	6
AT3G20100	1	0	2	4	0	4	0	0	0	0	1	2
AT3G12940	0	2	6	5	2	3	0	4	3	2	2	7
AT3G47700	0	3	0	2	2	1	2	4	0	0	2	0
AT3G27785	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07800	0	0	0	2	0	1	2	2	1	5	6	2
AT3G19000	0	0	0	0	1	0	3	0	3	0	4	0
AT3G14780	0	0	0	0	0	0	0	0	0	0	0	0
AT3G46930	0	1	0	1	5	5	5	4	0	9	2	5
AT3G21220	1	1	0	2	0	0	0	0	2	3	0	1
AT3G22480	1	3	7	2	3	2	6	9	4	12	3	5
AT3G01530	0	2	0	0	0	0	0	0	1	0	0	0
AT3G19740	1	2	0	3	3	6	1	0	2	4	11	5
AT3G05420	0	3	5	5	15	4	7	11	6	5	10	4
AT3G13580	5	0	4	9	2	12	5	6	7	4	15	5
AT3G52300	29	22	39	122	136	149	139	76	98	199	254	146
AT3G27906	0	0	0	0	0	0	1	0	2	1	0	3
AT3G23370	0	0	1	0	0	1	0	0	0	3	1	3
AT3G43670	2	0	0	0	0	1	0	0	2	0	3	0
AT3G52450	4	5	1	2	0	2	7	10	12	29	40	10
AT3G12990	0	0	3	0	0	1	0	1	1	11	8	11
AT3G61310	1	1	0	5	1	3	5	11	2	12	10	4
AT3G25130	0	0	0	0	0	0	0	0	1	0	0	0
AT3G48160	0	0	0	0	0	0	0	1	0	0	0	0
AT3G10850	0	0	0	0	1	0	0	0	2	1	0	1
AT3G12710	6	0	1	1	1	4	5	0	0	7	3	4
AT3G05935	0	0	1	0	0	0	0	0	0	2	1	0
AT3G51790	0	0	0	0	0	1	0	0	0	1	1	0
AT3G27070	0	0	0	0	0	0	0	0	0	0	0	0
AT3G60000	0	0	0	0	0	0	0	3	0	0	0	0
AT3G47710	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50190	0	0	0	0	0	0	0	0	0	0	0	0
AT3G49800	0	0	1	2	0	1	0	3	0	0	3	2
AT3G29970	0	0	0	0	0	0	1	0	0	2	0	1
AT3G15890	0	0	0	0	1	1	2	0	0	4	2	0
AT3G10770	0	4	3	2	2	3	4	0	13	10	1	11
AT3G55110	1	1	0	0	0	0	1	1	0	0	0	2
AT3G11000	0	0	0	0	1	0	0	2	0	0	0	0
AT3G44150	0	0	1	0	1	0	0	0	0	0	0	0
